no,name,attributes,type_name,form_name,hp,atk,matk,def,mdef,spd,trait_name,trait_desc,bloodline_skill_names,own_skill_names,skill_stone_names,strong_against,weak_against,resist,resisted,detail_url,image
NO.217,火尾战士,火,Ⅱ阶,原始形态,90,72,20,94,74,52,蒸汽膨胀,己方精灵每使用1次火系技能，自己入场时获得全技能威力+10。,猛烈撞击|恶能量|升龙咆哮|球状闪电|贯手|火焰箭|灵媒|花香|冰爪|噬心|透射|械斗|碰爪|星云漩涡|跺地|毒沼|泡沫|风矢,防御|火焰冲锋|引燃|双响炮|力量增效|旋转突击|怒火|山火|热身运动|火云车|热身|闪燃|偷袭|花香|火焰箭|泡沫|透射|跺地|冰爪|升龙咆哮|球状闪电|毒沼|噬心|贯手|风矢|碰爪|灵媒|恶能量|械斗|星云漩涡|锐利眼神|快速移动|取念|先发制人|有效预防|落石|寸拳|斩断|反击拳|化劲|撕裂|彼岸之手|伪造账单,伪造账单|先发制人|化劲|反击拳|取念|寸拳|彼岸之手|快速移动|撕裂|斩断|有效预防|落石|连续爪击|锐利眼神,草|冰|虫|机械,水|地,草|冰|虫|机械|萌,水|地|龙,https://wiki.biligame.com/rocom/火尾战士,https://lokewangguoshijie.com/pokemon/NO.217_火尾战士.webp
NO.218,烈火守护,火,最终形态,原始形态,113,90,25,118,93,65,蒸汽膨胀,己方精灵每使用1次火系技能，自己入场时获得全技能威力+10。,猛烈撞击|恶能量|升龙咆哮|球状闪电|贯手|火焰箭|灵媒|花香|冰爪|噬心|透射|械斗|碰爪|星云漩涡|跺地|毒沼|泡沫|风矢,防御|火焰冲锋|引燃|双响炮|力量增效|旋转突击|怒火|山火|热身运动|火云车|热身|闪燃|偷袭|花香|火焰箭|泡沫|透射|跺地|冰爪|升龙咆哮|球状闪电|毒沼|噬心|贯手|风矢|碰爪|灵媒|恶能量|械斗|星云漩涡|锐利眼神|快速移动|取念|先发制人|有效预防|落石|寸拳|斩断|反击拳|化劲|撕裂|彼岸之手|伪造账单,伪造账单|先发制人|化劲|反击拳|取念|寸拳|彼岸之手|快速移动|撕裂|斩断|有效预防|落石|连续爪击|锐利眼神,草|冰|虫|机械,水|地,草|冰|虫|机械|萌,水|地|龙,https://wiki.biligame.com/rocom/烈火守护,https://lokewangguoshijie.com/pokemon/NO.218_烈火守护.webp
NO.219,里拉鳐,水,最终形态,原始形态,118,82,89,103,147,105,吟游之弦,赋予的印记不会替换其他印记，而是同时生效。,星星撞击|贪婪|升龙咆哮|麻痹|化劲|引燃|勾魂|徒长|霜降|假寐|虹光冲击|啮合传递|甜心续航|念力膨胀|泥浆铠甲|毒孢子|水弹枪|羽化加速,防御|水弹|洗礼|泡沫|晒太阳|水幕冲击|蓄水|潮汐|消毒法|休息回复|水波术|棘刺|打湿|魔能爆|盐水浴|徒长|引燃|水弹枪|虹光冲击|泥浆铠甲|霜降|升龙咆哮|麻痹|毒孢子|假寐|化劲|羽化加速|甜心续航|勾魂|贪婪|啮合传递|念力膨胀|无畏之心|取念|摇篮曲|光合作用|润泽|落雨|蓄势待发|丢冰块|寒风吹|速冻|风起|降灵|超维投射|星轨裂变|二律背反|大爆炸,丢冰块|主场优势|二律背反|光合作用|取念|大爆炸|寒风吹|摇篮曲|无畏之心|星轨裂变|润泽|落雨|蓄势待发|超维投射|速冻|降灵|风起,火|地|机械,草|电,火|机械,草|冰|龙,https://wiki.biligame.com/rocom/里拉鳐,https://lokewangguoshijie.com/pokemon/NO.219_里拉鳐.webp
NO.220,海枝枝（碧蓝珊瑚）,水|幽,最终形态,原始形态,78,58,148,96,120,110,珊瑚骨,敌方精灵离场时，自己获得全技能能耗-3。,星星撞击|黑手|升龙咆哮|磁干扰|贯手|火爪|灵媒|荆棘爪|冰爪|尾后针|虹光冲击|离子震荡|魅惑|针状物|跺地|毒沼|水弹枪|风矢,拍击|甩水|勾魂|魔法增效|恐吓|嘲弄|午夜噪音|打湿|背袭|润泽|涌泉|水波术|天洪|荆棘爪|火爪|水弹枪|虹光冲击|跺地|冰爪|升龙咆哮|磁干扰|毒沼|尾后针|贯手|风矢|魅惑|灵媒|黑手|离子震荡|针状物|追打|伺机而动|精神扰乱|防御|取念|打鼾|消毒法|有效预防|摇篮曲|根吸收|汲取|落雨|冷风|灵光,伺机而动|冷风|取念|打鼾|摇篮曲|有效预防|根吸收|汲取|消毒法|灵光|突袭|精神扰乱|落雨|追打|防御,,草|电|光|幽|恶,火|机械|普通|毒|虫|武,,https://wiki.biligame.com/rocom/海枝枝（碧蓝珊瑚）,https://lokewangguoshijie.com/pokemon/NO.220_海枝枝（碧蓝珊瑚）.webp
NO.221,多西,机械|地,Ⅰ阶,原始形态,64,73,26,82,70,30,定向精炼,己方精灵每使用1次防御技能，自己入场时机械系和地面系技能威力+10%。,防反|等价交换|升龙咆哮|集中|反击拳|火焰护盾|灵媒|蜡质膜|雪替身|掩护|透射|金属噪音|碰爪|冥想|跺地|溃烂触碰|水泡盾|羽翼庇护,先发制人|啮合传递|能量守恒|齿轮扭矩|轴承支撑|鸣沙陷阱|蓄势待发|壁垒|钢钻|齿轮切开|岩土暴击|地震|地刺|蜡质膜|火焰护盾|水泡盾|透射|跺地|雪替身|升龙咆哮|集中|溃烂触碰|掩护|反击拳|羽翼庇护|碰爪|灵媒|等价交换|金属噪音|冥想|重击|棘刺|防御|取念|有效预防|嗜痛|吓退|刺盾|遁地|不动如山|彼岸之手|虚假破产,不动如山|刺盾|取念|吓退|嗜痛|彼岸之手|有效预防|棘刺|虚假破产|连续爪击|遁地|重击|防御,,武|水,普通|龙|毒|虫|翼|萌|幻|电,,https://wiki.biligame.com/rocom/多西,https://lokewangguoshijie.com/pokemon/NO.221_多西.webp
NO.222,库多西,地,Ⅱ阶,原始形态,85,98,34,109,93,40,定向精炼,己方精灵每使用1次防御技能，自己入场时机械系和地面系技能威力+10%。,防反|等价交换|升龙咆哮|集中|反击拳|火焰护盾|灵媒|蜡质膜|雪替身|掩护|透射|金属噪音|碰爪|冥想|跺地|溃烂触碰|水泡盾|羽翼庇护,先发制人|啮合传递|能量守恒|齿轮扭矩|轴承支撑|鸣沙陷阱|蓄势待发|壁垒|钢钻|齿轮切开|岩土暴击|地震|地刺|蜡质膜|火焰护盾|水泡盾|透射|跺地|雪替身|升龙咆哮|集中|溃烂触碰|掩护|反击拳|羽翼庇护|碰爪|灵媒|等价交换|金属噪音|冥想|重击|棘刺|防御|取念|有效预防|嗜痛|吓退|刺盾|遁地|不动如山|彼岸之手|虚假破产,不动如山|刺盾|取念|吓退|嗜痛|彼岸之手|有效预防|棘刺|虚假破产|连续爪击|遁地|重击|防御,,武|水,普通|龙|毒|虫|翼|萌|幻|电,,https://wiki.biligame.com/rocom/库多西,https://lokewangguoshijie.com/pokemon/NO.222_库多西.webp
NO.223,波多西,机械|地,最终形态,原始形态,106,122,43,136,116,50,定向精炼,己方精灵每使用1次防御技能，自己入场时机械系和地面系技能威力+10%。,防反|等价交换|升龙咆哮|集中|反击拳|火焰护盾|灵媒|蜡质膜|雪替身|掩护|透射|金属噪音|碰爪|冥想|跺地|溃烂触碰|水泡盾|羽翼庇护,先发制人|啮合传递|能量守恒|齿轮扭矩|轴承支撑|鸣沙陷阱|蓄势待发|壁垒|钢钻|齿轮切开|岩土暴击|地震|地刺|蜡质膜|火焰护盾|水泡盾|透射|跺地|雪替身|升龙咆哮|集中|溃烂触碰|掩护|反击拳|羽翼庇护|碰爪|灵媒|等价交换|金属噪音|冥想|重击|棘刺|防御|取念|有效预防|嗜痛|吓退|刺盾|遁地|不动如山|彼岸之手|虚假破产,不动如山|刺盾|取念|吓退|嗜痛|彼岸之手|有效预防|棘刺|虚假破产|连续爪击|遁地|重击|防御,,武|水,普通|龙|毒|虫|翼|萌|幻|电,,https://wiki.biligame.com/rocom/波多西,https://lokewangguoshijie.com/pokemon/NO.223_波多西.webp
NO.224,小翼龙,龙|翼,Ⅰ阶,原始形态,66,91,24,73,63,92,暴食,携带的龙系技能获得迅捷。,猛烈撞击|恶能量|角击|球状闪电|贯手|火焰冲锋|灵媒|花香|冰爪|噬心|透射|械斗|碰爪|星云漩涡|跺地|毒沼|泡沫|风矢,抓挠|力量增效|鹰爪|羽化加速|疾风刺|龙吟|龙炮|龙威|龙爪|俯冲猛击|龙之利爪|龙息环爆|羽刃|花香|火焰冲锋|泡沫|透射|跺地|冰爪|角击|球状闪电|毒沼|噬心|贯手|风矢|碰爪|灵媒|恶能量|械斗|星云漩涡|乘胜追击|快速移动|伺机而动|应激反应|防御|取念|三连破|热身运动|水花四溅|吹炎|爆冲|影袭,三连破|乘胜追击|伺机而动|偷袭|取念|吹炎|应激反应|影袭|快速移动|水花四溅|热身运动|爆冲|防御,,冰|龙|萌,草|火|水|翼|虫|武,,https://wiki.biligame.com/rocom/小翼龙,https://lokewangguoshijie.com/pokemon/NO.224_小翼龙.webp
NO.225,翼龙,龙|翼,最终形态,原始形态,83,114,31,91,79,115,暴食,携带的龙系技能获得迅捷。,猛烈撞击|恶能量|角击|球状闪电|贯手|火焰冲锋|灵媒|花香|冰爪|噬心|透射|械斗|碰爪|星云漩涡|跺地|毒沼|泡沫|风矢,抓挠|力量增效|鹰爪|羽化加速|疾风刺|龙吟|龙炮|龙威|龙爪|俯冲猛击|龙之利爪|龙息环爆|羽刃|花香|火焰冲锋|泡沫|透射|跺地|冰爪|角击|球状闪电|毒沼|噬心|贯手|风矢|碰爪|灵媒|恶能量|械斗|星云漩涡|乘胜追击|快速移动|伺机而动|应激反应|防御|取念|三连破|热身运动|水花四溅|吹炎|爆冲|影袭,三连破|乘胜追击|伺机而动|偷袭|取念|吹炎|应激反应|影袭|快速移动|水花四溅|热身运动|爆冲|防御,,冰|龙|萌,草|火|水|翼|虫|武,,https://wiki.biligame.com/rocom/翼龙,https://lokewangguoshijie.com/pokemon/NO.225_翼龙.webp
NO.226,电动长颈鹿,电,Ⅰ阶,原始形态,55,59,20,65,47,72,蓄电池,每入场1次，永久获得双攻+20%。,星星撞击|恶能量|升龙咆哮|触电|缠丝劲|火焰冲锋|灵媒|花香|霜降|噬心|折线冲击|械斗|碰爪|星云漩涡|跺地|毒沼|泡沫|风矢,导电撞击|过载回路|离子火花|防御|晒太阳|电弧|力量增效|先发制人|远程访问|闪击折返|增程电池|连续爪击|强制重启|花香|火焰冲锋|泡沫|折线冲击|跺地|霜降|升龙咆哮|触电|毒沼|噬心|缠丝劲|风矢|碰爪|灵媒|恶能量|械斗|星云漩涡|借用|当头棒喝|热身运动|有效预防|倾泻|漫反射|光刃|透射|裂石|泥浆铠甲|震击|撕咬|暗突袭|贪婪,借用|倾泻|偷袭|光刃|当头棒喝|撕咬|暗突袭|有效预防|泥浆铠甲|漫反射|热身运动|裂石|贪婪|透射|震击,水|翼,地,电|翼|机械,草|地|龙|电,https://wiki.biligame.com/rocom/电动长颈鹿,https://lokewangguoshijie.com/pokemon/NO.226_电动长颈鹿.webp
NO.227,奔乐鹿,电,Ⅱ阶,原始形态,73,79,27,86,63,96,蓄电池,每入场1次，永久获得双攻+20%。,星星撞击|恶能量|升龙咆哮|触电|缠丝劲|火焰冲锋|灵媒|花香|霜降|噬心|折线冲击|械斗|碰爪|星云漩涡|跺地|毒沼|泡沫|风矢,导电撞击|过载回路|离子火花|防御|晒太阳|电��|力量增效|先发制人|远程访问|闪击折返|增程电池|连续爪击|强制重启|花香|火焰冲锋|泡沫|折线冲击|跺地|霜降|升龙咆哮|触电|毒沼|噬心|缠丝劲|风矢|碰爪|灵媒|恶能量|械斗|星云漩涡|借用|当头棒喝|热身运动|有效预防|倾泻|漫反射|光刃|透射|裂石|泥浆铠甲|震击|撕咬|暗突袭|贪婪|电弧,借用|倾泻|偷袭|光刃|当头棒喝|撕咬|暗突袭|有效预防|泥浆铠甲|漫反射|热身运动|裂石|贪婪|透射|震击,水|翼,地,电|翼|机械,草|地|龙|电,https://wiki.biligame.com/rocom/奔乐鹿,https://lokewangguoshijie.com/pokemon/NO.227_奔乐鹿.webp
NO.228,爵士鹿,电,最终形态,原始形态,92,99,34,108,79,120,蓄电池,每入场1次，永久获得双攻+20%。,星星撞击|恶能量|升龙咆哮|触电|缠丝劲|火焰冲锋|灵媒|花香|霜降|噬心|折线冲击|械斗|碰爪|星云漩涡|跺地|毒沼|泡沫|风矢,导电撞击|过载回路|离子火花|防御|晒太阳|电弧|力量增效|先发制人|远程访问|闪击折返|增程电池|连续爪击|强制重启|花香|火焰冲锋|泡沫|折线冲击|跺地|霜降|升龙咆哮|触电|毒沼|噬心|缠丝劲|风矢|碰爪|灵媒|恶能量|械斗|星云漩涡|借用|当头棒喝|热身运动|有效预防|倾泻|漫反射|光刃|透射|裂石|泥浆铠甲|震击|撕咬|暗突袭|贪婪,借用|倾泻|偷袭|光刃|当头棒喝|撕咬|暗突袭|有效预防|泥浆铠甲|漫反射|热身运动|裂石|贪婪|透射|震击,水|翼,地,电|翼|机械,草|地|龙|电,https://wiki.biligame.com/rocom/爵士鹿,https://lokewangguoshijie.com/pokemon/NO.228_爵士鹿.webp
NO.229,缇塔,机械,Ⅰ阶,原始形态,73,99,38,98,74,72,向心力,1号位和2号位技能获得传动1和威力+30。,星星撞击|恶能量|升龙咆哮|球状闪电|缠丝劲|火爪|灵媒|花香|冰爪|噬心|透射|金属噪音|碰爪|星云漩涡|跺地|毒沼|泡沫|风矢,杠杆置换|拆卸|传感器|防御|取念|先发制人|啮合传递|主轴|力量增效|齿轮扭矩|轴承支撑|齿轮切开|快速移动|阻断|花香|火爪|泡沫|透射|跺地|冰爪|升龙咆哮|球状闪电|毒沼|噬心|缠丝劲|风矢|碰爪|灵媒|恶能量|金属噪音|星云漩涡|连续爪击|偷袭|热身运动|有效预防|摇篮曲|火焰冲锋|地刺|落石|震击|石肤术|连续毒针|毒囊|腐化,偷袭|地刺|摇篮曲|有效预防|毒囊|火焰冲锋|热身运动|石肤术|腐化|落石|连续毒针|连续爪击|震击|飞踢,地|冰|萌,武|水|火,普通|草|冰|龙|毒|虫|翼|萌|机械|幻,火|水|电|机械,https://wiki.biligame.com/rocom/缇塔,https://lokewangguoshijie.com/pokemon/NO.229_缇塔.webp
NO.230,声波缇塔,机械,最终形态,原始形态,92,124,48,122,92,90,向心力,1号位和2号位技能获得传动1和威力+30。,星星撞击|恶能量|升龙咆哮|球状闪电|缠丝劲|火爪|灵媒|花香|冰爪|噬心|透射|金属噪音|碰爪|星云漩涡|跺地|毒沼|泡沫|风矢,杠杆置换|拆卸|传感器|防御|取念|先发制人|啮合传递|主轴|力量增效|齿轮扭矩|轴承支撑|齿轮切开|快速移动|阻断|花香|火爪|泡沫|透射|跺地|冰爪|升龙咆哮|球状闪电|毒沼|噬心|缠丝劲|风矢|碰爪|灵媒|恶能量|金属噪音|星云漩涡|连续爪击|偷袭|热身运动|有效预防|摇篮曲|火焰冲锋|地刺|落石|震击|石肤术|连续毒针|毒囊|腐化,偷袭|地刺|摇篮曲|有效预防|毒囊|火焰冲锋|热身运动|石肤术|腐化|落石|连续毒针|连续爪击|震击|飞踢,地|冰|萌,武|水|火,普通|草|冰|龙|毒|虫|翼|萌|机械|幻,火|水|电|机械,https://wiki.biligame.com/rocom/声波缇塔,https://lokewangguoshijie.com/pokemon/NO.230_声波缇塔.webp
NO.231,小鹬,翼,Ⅰ阶,原始形态,56,38,38,67,52,69,起飞加速,本场战斗首次使用的技能获得迅捷。,休息回复|贪婪|升龙咆哮|麻痹|化劲|引燃|勾魂|徒长|霜降|假寐|虹光冲击|啮合传递|甜心续航|超维投射|泥浆铠甲|毒孢子|水弹枪|风矢,激怒|防御|鸣叫|鹰爪|飞羽|能量炮|风隐|羽翼庇护|翼击|乘风|闪击|锐利眼神|风起|扇风|应激反应|徒长|引燃|水弹枪|虹光冲击|泥浆铠甲|霜降|升龙咆哮|麻痹|毒孢子|假寐|化劲|风矢|甜心续航|勾魂|贪婪|啮合传递|超维投射|快速移动|主场优势|精神扰乱|复写|热身运动|晒太阳|吓退|倾泻|气泡|润泽|落雨|水花四溅|水幕冲击|反击拳|破防|气波|提气,主场优势|倾泻|反击拳|吓退|复写|快速移动|提气|晒太阳|气泡|气波|水幕冲击|水花四溅|润泽|热身运动|破防|穿膛|精神扰乱|落雨,草|虫|武,冰|电,草|虫|武,龙|电|机械|地,https://wiki.biligame.com/rocom/小鹬,https://lokewangguoshijie.com/pokemon/NO.231_小鹬.webp
NO.232,鄙目鹬,翼,Ⅱ阶,原始形态,75,51,51,90,70,92,起飞加速,本场战斗首次使用的技能获得迅捷。,休息回复|贪婪|升龙咆哮|麻痹|化劲|引燃|勾魂|徒长|霜降|假寐|虹光冲击|啮合传递|甜心续航|超维投射|泥浆铠甲|毒孢子|水弹枪|风矢,激怒|防御|鸣叫|鹰爪|飞羽|能量炮|风隐|羽翼庇护|翼击|乘风|闪击|锐利眼神|风起|扇风|应激反应|徒长|引燃|水弹枪|虹光冲击|泥浆铠甲|霜降|升龙咆哮|麻痹|毒孢子|假寐|化劲|风矢|甜心续航|勾魂|贪婪|啮合传递|超维投射|快速移动|主场优势|精神扰乱|复写|热身运动|晒太阳|吓退|倾泻|气泡|润泽|落雨|水花四溅|水幕冲击|反击拳|破防|气波|提气,主场优势|倾泻|反击拳|吓退|复写|快速移动|提气|晒太阳|气泡|气波|水幕冲击|水花四溅|润泽|热身运动|破防|穿膛|精神扰乱|落雨,草|虫|武,冰|电,草|虫|武,龙|电|机械|地,https://wiki.biligame.com/rocom/鄙目鹬,https://lokewangguoshijie.com/pokemon/NO.232_鄙目鹬.webp
NO.233,高脚鹬,翼,最终形态,原始形态,94,63,63,112,87,115,起飞加速,本场战斗首次使用的技能获得迅捷。,休息回复|贪婪|升龙咆哮|麻痹|化劲|引燃|勾魂|徒长|霜降|假寐|虹光冲击|啮合传递|甜心续航|超维投射|泥浆铠甲|毒孢子|水弹枪|风矢,激怒|防御|鸣叫|鹰爪|飞羽|能量炮|风隐|羽翼庇护|翼击|乘风|闪击|锐利眼神|风起|扇风|应激反应|徒长|引燃|水弹枪|虹光冲击|泥浆铠甲|霜降|升龙咆哮|麻痹|毒孢子|假寐|化劲|风矢|甜心续航|勾魂|贪婪|啮合传递|超维投射|快速移动|主场优势|精神扰乱|复写|热身运动|晒太阳|吓退|倾泻|气泡|润泽|落雨|水花四溅|水幕冲击|反击拳|破防|气波|提气,主场优势|倾泻|反击拳|吓退|复写|快速移动|提气|晒太阳|气泡|气波|水幕冲击|水花四溅|润泽|热身运动|破防|穿膛|精神扰乱|落雨,草|虫|武,冰|电,草|虫|武,龙|电|机械|地,https://wiki.biligame.com/rocom/高脚鹬,https://lokewangguoshijie.com/pokemon/NO.233_高脚鹬.webp
NO.234,脆筒甜甜,冰,Ⅰ阶,原始形态,72,67,72,42,55,60,加个雪球,使敌方获得冻结时，也会使其获得2层冻结。,星星撞击|黑手|升龙咆哮|磁干扰|贯手|火爪|灵媒|荆棘爪|冰爪|尾后针|虹光冲击|离子震荡|飞吻|针状物|跺地|毒沼|肥皂泡|风矢,防御|风吹雪|霜降|寒风吹|魔法增效|暴风雪|雾气环绕|冰晶坠|力量增效|旋转突击|霜天|碎冰冰|冰点|冰锋横扫|冰雹|极寒领域|荆棘爪|火爪|肥皂泡|虹光冲击|跺地|冰爪|升龙咆哮|磁干扰|毒沼|尾后针|贯手|风矢|飞吻|灵媒|黑手|离子震荡|针状物|精神扰乱|复写|晒太阳|倾泻|冰冻光线|超级糖果|生日蛋糕|破罐破摔|惊吓盒子|恐吓|幽灵爆发|诡刺|勾魂|坍缩|双星,倾泻|冰冻光线|勾魂|双星|坍缩|复写|幽灵爆发|恐吓|惊吓盒子|晒太阳|生日蛋糕|破罐破摔|精神扰乱|诡刺|超级糖果|阻断,草|地|龙|翼,火|武|地|机械,水|冰|光,火|冰|机械,https://wiki.biligame.com/rocom/脆筒甜甜,https://lokewangguoshijie.com/pokemon/NO.234_脆筒甜甜.webp
NO.235,香草甜甜,冰,Ⅱ阶,原始形态,96,90,95,56,74,80,加个雪球,使敌方获得冻结时，也会使其获得2层冻结。,星星撞击|黑手|升龙咆哮|磁干扰|贯手|火爪|灵媒|荆棘爪|冰爪|尾后针|虹光冲击|离子震荡|飞吻|针状物|跺地|毒沼|肥皂泡|风矢,防御|风吹雪|霜降|寒风吹|魔法增效|暴风雪|雾气环绕|冰晶坠|力量增效|旋转突击|霜天|碎冰冰|冰点|冰锋横扫|冰雹|极寒领域|荆棘爪|火爪|肥皂泡|虹光冲击|跺地|冰爪|升龙咆哮|磁干扰|毒沼|尾后针|贯手|风矢|飞吻|灵媒|黑手|离子震荡|针状物|精神扰乱|复写|晒太阳|倾泻|冰冻光线|超级糖果|生日蛋糕|破罐破摔|惊吓盒子|恐吓|幽灵爆发|诡刺|勾魂|坍缩|双星,倾泻|冰冻光线|勾魂|双星|坍缩|复写|幽灵爆发|恐吓|惊吓盒子|晒太阳|生日蛋糕|破罐破摔|精神扰乱|诡刺|超级糖果|阻断,草|地|龙|翼,火|武|地|机械,水|冰|光,火|冰|机械,https://wiki.biligame.com/rocom/香草甜甜,https://lokewangguoshijie.com/pokemon/NO.235_香草甜甜.webp
NO.236,圣代甜甜,冰,最终形态,原始形态,119,112,119,70,92,100,加个雪球,使敌方获得冻结时，也会使其获得2层冻结。,星星撞击|黑手|升龙咆哮|磁干扰|贯手|火爪|灵媒|荆棘爪|冰爪|尾后针|虹光冲击|离子震荡|飞吻|针状物|跺地|毒沼|肥皂泡|风矢,防御|风吹雪|霜降|寒风吹|魔法增效|暴风雪|雾气环绕|冰晶坠|力量增效|旋转突击|霜天|碎冰冰|冰点|冰锋横扫|冰雹|极寒领域|荆棘爪|火爪|肥皂泡|虹光冲击|跺地|冰爪|升龙咆哮|磁干扰|毒沼|尾后针|贯手|风矢|飞吻|灵媒|黑手|离子震荡|针状物|精神扰乱|复写|晒太阳|倾泻|冰冻光线|超级糖果|生日蛋糕|破罐破摔|惊吓盒子|恐吓|幽灵爆发|诡刺|勾魂|坍缩|双星,倾泻|冰冻光线|勾魂|双星|坍缩|复写|幽灵爆发|恐吓|惊吓盒子|晒太阳|生日蛋糕|破罐破摔|精神扰乱|诡刺|超级糖果|阻断,草|地|龙|翼,火|武|地|机械,水|冰|光,火|冰|机械,https://wiki.biligame.com/rocom/圣代甜甜,https://lokewangguoshijie.com/pokemon/NO.236_圣代甜甜.webp
NO.237,刺轮砣（上弦的样子）,毒|萌,Ⅰ阶,原始形态,100,80,78,80,65,84,耐活王,敌方受到中毒效果伤害时，自己回复等量生命。,星星撞击|诋毁|升龙咆哮|麻痹|化劲|引燃|勾魂|徒长|霜降|假寐|虹光冲击|啮合传递|飞吻|超维投射|泥浆铠甲|溃烂触碰|蓄水|羽化加速,毒针|不可接触|甜心续航|毒泡泡|毒孢子|鞭打|生日蛋糕|防御|毒沼|疫病吐息|撒娇|剧毒|爆米花爆破|压扁|毒液渗透|徒长|引燃|蓄水|虹光冲击|泥浆铠甲|霜降|升龙咆哮|麻痹|溃烂触碰|假寐|化劲|羽化加速|飞吻|勾魂|诋毁|啮合传递|超维投射|应激反应|精神扰乱|取念|打鼾|加固|鼓劲|晒太阳|吓退|摇篮曲|润泽|泡沫幻影|肥皂泡|潮涌|洗礼|盐水浴|毒雾|赤子之心,休息回复|加固|取念|吓退|应激反应|打鼾|摇篮曲|晒太阳|毒雾|泡沫幻影|洗礼|润泽|潮涌|盐水浴|精神扰乱|肥皂泡|赤子之心|鼓劲,,地|恶|幻|机械,草|虫|武|萌,,https://wiki.biligame.com/rocom/刺轮砣（上弦的样子）,https://lokewangguoshijie.com/pokemon/NO.237_刺轮砣（上弦的样子）.webp
NO.238,月亮砣（上弦的样子）,毒|萌,最终形态,原始形态,125,100,98,100,81,105,耐活王,敌方受到中毒效果伤害时，自己回复等量生命。,星星撞击|诋毁|升龙咆哮|麻痹|化劲|引燃|勾魂|徒长|霜降|假寐|虹光冲击|啮合传递|飞吻|超维投射|泥浆铠甲|溃烂触碰|蓄水|羽化加速,毒针|不可接触|甜心续航|毒泡泡|毒孢子|鞭打|生日蛋糕|防御|毒沼|疫病吐息|撒娇|剧毒|爆米花爆破|压扁|毒液渗透|徒长|引燃|蓄水|虹光冲击|泥浆铠甲|霜降|升龙咆哮|麻痹|溃烂触碰|假寐|化劲|羽化加速|飞吻|勾魂|诋毁|啮合传递|超维投射|应激反应|精神扰乱|取念|打鼾|加固|鼓劲|晒太阳|吓退|摇篮曲|润泽|泡沫幻影|肥皂泡|潮涌|洗礼|盐水浴|毒雾|赤子之心,休息回复|加固|取念|吓退|应激反应|打鼾|摇篮曲|晒太阳|毒雾|泡沫幻影|洗礼|润泽|潮涌|盐水浴|精神扰乱|肥皂泡|赤子之心|鼓劲,,地|恶|幻|机械,草|虫|武|萌,,https://wiki.biligame.com/rocom/月亮砣（上弦的样子）,https://lokewangguoshijie.com/pokemon/NO.238_月亮砣（上弦的样子）.webp
NO.239,豆丁鱼,水|龙,Ⅰ阶,原始形态,45,70,74,67,70,75,洄游,每次进入蓄力状态，获得全技能能耗永久-1。,拍击|恶能量|龙吼|球状闪电|缠丝劲|火焰冲锋|幻象|花香|冷风|噬心|虹光冲击|离子震荡|魅惑|星云漩涡|扬沙|溃烂触碰|水弹枪|风矢,魔法增效|潮涌|角击|架势|先发制人|打湿|水幕冲击|龙吟|龙炮|润泽|龙之利爪|怨力打击|龙息环爆|水刃|天洪|花香|火焰冲锋|水弹枪|虹光冲击|扬沙|冷风|龙吼|球状闪电|溃烂触碰|噬心|缠丝劲|风矢|魅惑|幻象|恶能量|离子震荡|星云漩涡|吞噬|力量增效|咆哮|快速移动|应激反应|防御|借用|水炮|升龙咆哮|电弧|超导|扇风|翼击|龙卷风|乘风,乘风|借用|力量增效|升龙咆哮|吞噬|咆哮|应激反应|快速移动|扇风|水炮|电弧|翼击|超导|追打|防御|龙卷风,,冰|龙|萌,火|机械|水|翼,,https://wiki.biligame.com/rocom/豆丁鱼,https://lokewangguoshijie.com/pokemon/NO.239_豆丁鱼.webp
NO.240,快鳍鱼,水|龙,Ⅱ阶,原始形态,60,93,99,89,93,100,洄游,每次进入蓄力状态，获得全技能能耗永久-1。,拍击|恶能量|龙吼|球状闪电|缠丝劲|火焰冲锋|幻象|花香|冷风|噬心|虹光冲击|离子震荡|魅惑|星云漩涡|扬沙|溃烂触碰|水弹枪|风矢,魔法增效|潮涌|角击|架势|先发制人|打湿|水幕冲击|龙吟|龙炮|润泽|龙之利爪|怨力打击|龙息环爆|水刃|天洪|花香|火焰冲锋|水弹枪|虹光冲击|扬沙|冷风|龙吼|球状闪电|溃烂触碰|噬心|缠丝劲|风矢|魅惑|幻象|恶能量|离子震荡|星云漩涡|吞噬|力量增效|咆哮|快速移动|应激反应|防御|借用|水炮|升龙咆哮|电弧|超导|扇风|翼击|龙卷风|乘风,乘风|借用|力量增效|升龙咆哮|吞噬|咆哮|应激反应|快速移动|扇风|水炮|电弧|翼击|超导|追打|防御|龙卷风,,冰|龙|萌,火|机械|水|翼,,https://wiki.biligame.com/rocom/快鳍鱼,https://lokewangguoshijie.com/pokemon/NO.240_快鳍鱼.webp
