no,name,relation,target_attribute
NO.245,琉璃水母,weak_against,地
NO.245,琉璃水母,weak_against,恶
NO.245,琉璃水母,weak_against,幻
NO.245,琉璃水母,resist,火
NO.245,琉璃水母,resist,机械
NO.245,琉璃水母,resist,毒
NO.245,琉璃水母,resist,虫
NO.245,琉璃水母,resist,武
NO.245,琉璃水母,resist,萌
NO.246,裘洛,strong_against,草
NO.246,裘洛,strong_against,萌
NO.246,裘洛,weak_against,地
NO.246,裘洛,weak_against,恶
NO.246,裘洛,weak_against,幻
NO.246,裘洛,resist,草
NO.246,裘洛,resist,毒
NO.246,裘洛,resist,虫
NO.246,裘洛,resist,武
NO.246,裘洛,resist,萌
NO.246,裘洛,resisted,普通
NO.246,裘洛,resisted,恶
NO.247,裘力,strong_against,草
NO.247,裘力,strong_against,萌
NO.247,裘力,weak_against,地
NO.247,裘力,weak_against,恶
NO.247,裘力,weak_against,幻
NO.247,裘力,resist,草
NO.247,裘力,resist,毒
NO.247,裘力,resist,虫
NO.247,裘力,resist,武
NO.247,裘力,resist,萌
NO.247,裘力,resisted,普通
NO.247,裘力,resisted,恶
NO.248,裘卡,strong_against,草
NO.248,裘卡,strong_against,萌
NO.248,裘卡,weak_against,地
NO.248,裘卡,weak_against,恶
NO.248,裘卡,weak_against,幻
NO.248,裘卡,resist,草
NO.248,裘卡,resist,毒
NO.248,裘卡,resist,虫
NO.248,裘卡,resist,武
NO.248,裘卡,resist,萌
NO.248,裘卡,resisted,普通
NO.248,裘卡,resisted,恶
NO.249,可爱猿,strong_against,草
NO.249,可爱猿,strong_against,冰
NO.249,可爱猿,strong_against,虫
NO.249,可爱猿,strong_against,机械
NO.249,可爱猿,weak_against,水
NO.249,可爱猿,weak_against,地
NO.249,可爱猿,resist,草
NO.249,可爱猿,resist,冰
NO.249,可爱猿,resist,虫
NO.249,可爱猿,resist,机械
NO.249,可爱猿,resist,萌
NO.249,可爱猿,resisted,水
NO.249,可爱猿,resisted,地
NO.249,可爱猿,resisted,龙
NO.250,炽热猿,strong_against,草
NO.250,炽热猿,strong_against,冰
NO.250,炽热猿,strong_against,虫
NO.250,炽热猿,strong_against,机械
NO.250,炽热猿,weak_against,水
NO.250,炽热猿,weak_against,地
NO.250,炽热猿,resist,草
NO.250,炽热猿,resist,冰
NO.250,炽热猿,resist,虫
NO.250,炽热猿,resist,机械
NO.250,炽热猿,resist,萌
NO.250,炽热猿,resisted,水
NO.250,炽热猿,resisted,地
NO.250,炽热猿,resisted,龙
NO.251,火焰猿,strong_against,草
NO.251,火焰猿,strong_against,冰
NO.251,火焰猿,strong_against,虫
NO.251,火焰猿,strong_against,机械
NO.251,火焰猿,weak_against,水
NO.251,火焰猿,weak_against,地
NO.251,火焰猿,resist,草
NO.251,火焰猿,resist,冰
NO.251,火焰猿,resist,虫
NO.251,火焰猿,resist,机械
NO.251,火焰猿,resist,萌
NO.251,火焰猿,resisted,水
NO.251,火焰猿,resisted,地
NO.251,火焰猿,resisted,龙
NO.252,布鲁斯,strong_against,草
NO.252,布鲁斯,strong_against,地
NO.252,布鲁斯,strong_against,龙
NO.252,布鲁斯,strong_against,翼
NO.252,布鲁斯,weak_against,火
NO.252,布鲁斯,weak_against,武
NO.252,布鲁斯,weak_against,地
NO.252,布鲁斯,weak_against,机械
NO.252,布鲁斯,resist,水
NO.252,布鲁斯,resist,冰
NO.252,布鲁斯,resist,光
NO.252,布鲁斯,resisted,火
NO.252,布鲁斯,resisted,冰
NO.252,布鲁斯,resisted,机械
NO.253,雪顶布鲁斯,strong_against,草
NO.253,雪顶布鲁斯,strong_against,地
NO.253,雪顶布鲁斯,strong_against,龙
NO.253,雪顶布鲁斯,strong_against,翼
NO.253,雪顶布鲁斯,weak_against,火
NO.253,雪顶布鲁斯,weak_against,武
NO.253,雪顶布鲁斯,weak_against,地
NO.253,雪顶布鲁斯,weak_against,机械
NO.253,雪顶布鲁斯,resist,水
NO.253,雪顶布鲁斯,resist,冰
NO.253,雪顶布鲁斯,resist,光
NO.253,雪顶布鲁斯,resisted,火
NO.253,雪顶布鲁斯,resisted,冰
NO.253,雪顶布鲁斯,resisted,机械
NO.254,冰钻布鲁斯,strong_against,草
NO.254,冰钻布鲁斯,strong_against,地
NO.254,冰钻布鲁斯,strong_against,龙
NO.254,冰钻布鲁斯,strong_against,翼
NO.254,冰钻布鲁斯,weak_against,火
NO.254,冰钻布鲁斯,weak_against,武
NO.254,冰钻布鲁斯,weak_against,地
NO.254,冰钻布鲁斯,weak_against,机械
NO.254,冰钻布鲁斯,resist,水
NO.254,冰钻布鲁斯,resist,冰
NO.254,冰钻布鲁斯,resist,光
NO.254,冰钻布鲁斯,resisted,火
NO.254,冰钻布鲁斯,resisted,冰
NO.254,冰钻布鲁斯,resisted,机械
NO.255,治愈兔,weak_against,水
NO.255,治愈兔,weak_against,地
NO.255,治愈兔,weak_against,毒
NO.255,治愈兔,weak_against,恶
NO.255,治愈兔,resist,草
NO.255,治愈兔,resist,冰
NO.255,治愈兔,resist,虫
NO.255,治愈兔,resist,萌
NO.255,治愈兔,resist,武
NO.256,红丝绒,weak_against,水
NO.256,红丝绒,weak_against,地
NO.256,红丝绒,weak_against,毒
NO.256,红丝绒,weak_against,恶
NO.256,红丝绒,resist,草
NO.256,红丝绒,resist,冰
NO.256,红丝绒,resist,虫
NO.256,红丝绒,resist,萌
NO.256,红丝绒,resist,武
NO.257,红绒十字,weak_against,水
NO.257,红绒十字,weak_against,地
NO.257,红绒十字,weak_against,毒
NO.257,红绒十字,weak_against,恶
NO.257,红绒十字,resist,草
NO.257,红绒十字,resist,冰
NO.257,红绒十字,resist,虫
NO.257,红绒十字,resist,萌
NO.257,红绒十字,resist,武
NO.258,乌达（极昼的样子）,weak_against,光
NO.258,乌达（极昼的样子）,weak_against,武
NO.258,乌达（极昼的样子）,weak_against,水
NO.258,乌达（极昼的样子）,weak_against,地
NO.258,乌达（极昼的样子）,resist,幽
NO.258,乌达（极昼的样子）,resist,龙
NO.258,乌达（极昼的样子）,resist,草
NO.258,乌达（极昼的样子）,resist,冰
NO.258,乌达（极昼的样子）,resist,机械
NO.259,迷你乌（极昼的样子）,weak_against,光
NO.259,迷你乌（极昼的样子）,weak_against,武
NO.259,迷你乌（极昼的样子）,weak_against,水
NO.259,迷你乌（极昼的样子）,weak_against,地
NO.259,迷你乌（极昼的样子）,resist,幽
NO.259,迷你乌（极昼的样子）,resist,龙
NO.259,迷你乌（极昼的样子）,resist,草
NO.259,迷你乌（极昼的样子）,resist,冰
NO.259,迷你乌（极昼的样子）,resist,机械
NO.260,乌拉塔（极昼的样子）,weak_against,光
NO.260,乌拉塔（极昼的样子）,weak_against,武
NO.260,乌拉塔（极昼的样子）,weak_against,水
NO.260,乌拉塔（极昼的样子）,weak_against,地
NO.260,乌拉塔（极昼的样子）,resist,幽
NO.260,乌拉塔（极昼的样子）,resist,龙
NO.260,乌拉塔（极昼的样子）,resist,草
NO.260,乌拉塔（极昼的样子）,resist,冰
NO.260,乌拉塔（极昼的样子）,resist,机械
NO.261,螺旋帕帕,weak_against,水
NO.261,螺旋帕帕,weak_against,火
NO.261,螺旋帕帕,weak_against,电
NO.261,螺旋帕帕,resist,普通
NO.261,螺旋帕帕,resist,草
NO.261,螺旋帕帕,resist,龙
NO.261,螺旋帕帕,resist,毒
NO.261,螺旋帕帕,resist,虫
NO.261,螺旋帕帕,resist,翼
NO.261,螺旋帕帕,resist,萌
NO.261,螺旋帕帕,resist,机械
NO.261,螺旋帕帕,resist,幻
NO.262,帕帕斯卡,weak_against,水
NO.262,帕帕斯卡,weak_against,火
NO.262,帕帕斯卡,weak_against,电
NO.262,帕帕斯卡,resist,普通
NO.262,帕帕斯卡,resist,草
NO.262,帕帕斯卡,resist,龙
NO.262,帕帕斯卡,resist,毒
NO.262,帕帕斯卡,resist,虫
NO.262,帕帕斯卡,resist,翼
NO.262,帕帕斯卡,resist,萌
NO.262,帕帕斯卡,resist,机械
NO.262,帕帕斯卡,resist,幻
NO.263,机械方方,strong_against,地
NO.263,机械方方,strong_against,冰
NO.263,机械方方,strong_against,萌
NO.263,机械方方,weak_against,武
NO.263,机械方方,weak_against,水
NO.263,机械方方,weak_against,火
NO.263,机械方方,resist,普通
NO.263,机械方方,resist,草
NO.263,机械方方,resist,冰
NO.263,机械方方,resist,龙
NO.263,机械方方,resist,毒
NO.263,机械方方,resist,虫
NO.263,机械方方,resist,翼
NO.263,机械方方,resist,萌
NO.263,机械方方,resist,机械
NO.263,机械方方,resist,幻
NO.263,机械方方,resisted,火
NO.263,机械方方,resisted,水
NO.263,机械方方,resisted,电
NO.263,机械方方,resisted,机械
NO.264,多彩方方,strong_against,地
NO.264,多彩方方,strong_against,冰
NO.264,多彩方方,strong_against,萌
NO.264,多彩方方,weak_against,武
NO.264,多彩方方,weak_against,水
NO.264,多彩方方,weak_against,火
NO.264,多彩方方,resist,普通
NO.264,多彩方方,resist,草
NO.264,多彩方方,resist,冰
NO.264,多彩方方,resist,龙
NO.264,多彩方方,resist,毒
NO.264,多彩方方,resist,虫
NO.264,多彩方方,resist,翼
NO.264,多彩方方,resist,萌
NO.264,多彩方方,resist,机械
NO.264,多彩方方,resist,幻
NO.264,多彩方方,resisted,火
NO.264,多彩方方,resisted,水
NO.264,多彩方方,resisted,电
NO.264,多彩方方,resisted,机械
NO.265,立方人,strong_against,地
NO.265,立方人,strong_against,冰
NO.265,立方人,strong_against,萌
NO.265,立方人,weak_against,武
NO.265,立方人,weak_against,水
NO.265,立方人,weak_against,火
NO.265,立方人,resist,普通
NO.265,立方人,resist,草
NO.265,立方人,resist,冰
NO.265,立方人,resist,龙
NO.265,立方人,resist,毒
NO.265,立方人,resist,虫
NO.265,立方人,resist,翼
NO.265,立方人,resist,萌
NO.265,立方人,resist,机械
NO.265,立方人,resist,幻
NO.265,立方人,resisted,火
NO.265,立方人,resisted,水
NO.265,立方人,resisted,电
NO.265,立方人,resisted,机械
NO.266,可立鸡,strong_against,草
NO.266,可立鸡,strong_against,冰
NO.266,可立鸡,strong_against,虫
NO.266,可立鸡,strong_against,机械
NO.266,可立鸡,weak_against,水
NO.266,可立鸡,weak_against,地
NO.266,可立鸡,resist,草
NO.266,可立鸡,resist,冰
NO.266,可立鸡,resist,虫
NO.266,可立鸡,resist,机械
NO.266,可立鸡,resist,萌
NO.266,可立鸡,resisted,水
NO.266,可立鸡,resisted,地
NO.266,可立鸡,resisted,龙
NO.267,晕晕鸡,strong_against,草
NO.267,晕晕鸡,strong_against,冰
NO.267,晕晕鸡,strong_against,虫
NO.267,晕晕鸡,strong_against,机械
NO.267,晕晕鸡,weak_against,水
NO.267,晕晕鸡,weak_against,地
NO.267,晕晕鸡,resist,草
NO.267,晕晕鸡,resist,冰
NO.267,晕晕鸡,resist,虫
NO.267,晕晕鸡,resist,机械
NO.267,晕晕鸡,resist,萌
NO.267,晕晕鸡,resisted,水
NO.267,晕晕鸡,resisted,地
NO.267,晕晕鸡,resisted,龙
NO.268,绅士鸡,weak_against,水
NO.268,绅士鸡,weak_against,翼
NO.268,绅士鸡,weak_against,幻
NO.268,绅士鸡,resist,草
NO.268,绅士鸡,resist,冰
NO.268,绅士鸡,resist,虫
NO.268,绅士鸡,resist,机械
NO.268,绅士鸡,resist,恶
NO.269,武者鸡,weak_against,水
NO.269,武者鸡,weak_against,翼
NO.269,武者鸡,weak_against,幻
NO.269,武者鸡,resist,草
NO.269,武者鸡,resist,冰
NO.269,武者鸡,resist,虫
NO.269,武者鸡,resist,机械
NO.269,武者鸡,resist,恶
NO.270,优优,weak_against,草
NO.270,优优,weak_against,水
NO.270,优优,weak_against,冰
NO.270,优优,weak_against,武
NO.270,优优,weak_against,机械
NO.270,优优,weak_against,幽
NO.270,优优,resist,普通
NO.270,优优,resist,火
NO.270,优优,resist,翼
NO.270,优优,resist,电
NO.270,优优,resist,毒
NO.270,优优,resist,恶
NO.270,优优,resist,幻
NO.271,绒光优优,weak_against,草
NO.271,绒光优优,weak_against,水
NO.271,绒光优优,weak_against,冰
NO.271,绒光优优,weak_against,武
NO.271,绒光优优,weak_against,机械
NO.271,绒光优优,weak_against,幽
NO.271,绒光优优,resist,普通
NO.271,绒光优优,resist,火
NO.271,绒光优优,resist,翼
NO.271,绒光优优,resist,电
NO.271,绒光优优,resist,毒
NO.271,绒光优优,resist,恶
NO.271,绒光优优,resist,幻
NO.272,噼啪鸟,weak_against,地
NO.272,噼啪鸟,weak_against,冰
NO.272,噼啪鸟,resist,翼
NO.272,噼啪鸟,resist,机械
NO.272,噼啪鸟,resist,草
NO.272,噼啪鸟,resist,虫
NO.272,噼啪鸟,resist,武
NO.273,深蓝鲸,strong_against,火
NO.273,深蓝鲸,strong_against,地
NO.273,深蓝鲸,strong_against,机械
NO.273,深蓝鲸,weak_against,草
NO.273,深蓝鲸,weak_against,电
NO.273,深蓝鲸,resist,火
NO.273,深蓝鲸,resist,机械
NO.273,深蓝鲸,resisted,草
NO.273,深蓝鲸,resisted,冰
NO.273,深蓝鲸,resisted,龙
NO.274,格兰种子,strong_against,水
NO.274,格兰种子,strong_against,地
NO.274,格兰种子,strong_against,光
NO.274,格兰种子,weak_against,火
NO.274,格兰种子,weak_against,冰
NO.274,格兰种子,weak_against,毒
NO.274,格兰种子,weak_against,虫
NO.274,格兰种子,weak_against,翼
NO.274,格兰种子,resist,水
NO.274,格兰种子,resist,地
NO.274,格兰种子,resist,电
NO.274,格兰种子,resist,光
NO.274,格兰种子,resisted,火
NO.274,格兰种子,resisted,龙
NO.274,格兰种子,resisted,毒
NO.274,格兰种子,resisted,虫
NO.274,格兰种子,resisted,翼
NO.274,格兰种子,resisted,机械
NO.275,格兰花,strong_against,水
NO.275,格兰花,strong_against,地
NO.275,格兰花,strong_against,光
NO.275,格兰花,weak_against,火
NO.275,格兰花,weak_against,冰
NO.275,格兰花,weak_against,毒
NO.275,格兰花,weak_against,虫
NO.275,格兰花,weak_against,翼
NO.275,格兰花,resist,水
NO.275,格兰花,resist,地
NO.275,格兰花,resist,电
NO.275,格兰花,resist,光
NO.275,格兰花,resisted,火
NO.275,格兰花,resisted,龙
NO.275,格兰花,resisted,毒
NO.275,格兰花,resisted,虫
NO.275,格兰花,resisted,翼
NO.275,格兰花,resisted,机械
NO.276,格兰球,strong_against,水
NO.276,格兰球,strong_against,地
NO.276,格兰球,strong_against,光
NO.276,格兰球,weak_against,火
NO.276,格兰球,weak_against,冰
NO.276,格兰球,weak_against,毒
NO.276,格兰球,weak_against,虫
NO.276,格兰球,weak_against,翼
NO.276,格兰球,resist,水
NO.276,格兰球,resist,地
NO.276,格兰球,resist,电
NO.276,格兰球,resist,光
NO.276,格兰球,resisted,火
NO.276,格兰球,resisted,龙
NO.276,格兰球,resisted,毒
NO.276,格兰球,resisted,虫
NO.276,格兰球,resisted,翼
NO.276,格兰球,resisted,机械
NO.277,地鼠（枯水期的样子）,strong_against,火
NO.277,地鼠（枯水期的样子）,strong_against,冰
NO.277,地鼠（枯水期的样子）,strong_against,电
NO.277,地鼠（枯水期的样子）,strong_against,毒
NO.277,地鼠（枯水期的样子）,weak_against,草
NO.277,地鼠（枯水期的样子）,weak_against,水
NO.277,地鼠（枯水期的样子）,weak_against,冰
NO.277,地鼠（枯水期的样子）,weak_against,武
NO.277,地鼠（枯水期的样子）,weak_against,机械
NO.277,地鼠（枯水期的样子）,resist,普通
NO.277,地鼠（枯水期的样子）,resist,火
NO.277,地鼠（枯水期的样子）,resist,翼
NO.277,地鼠（枯水期的样子）,resist,电
NO.277,地鼠（枯水期的样子）,resist,毒
NO.277,地鼠（枯水期的样子）,resisted,草
NO.277,地鼠（枯水期的样子）,resisted,武
NO.278,遁鼠（枯水期的样子）,strong_against,火
NO.278,遁鼠（枯水期的样子）,strong_against,冰
NO.278,遁鼠（枯水期的样子）,strong_against,电
NO.278,遁鼠（枯水期的样子）,strong_against,毒
NO.278,遁鼠（枯水期的样子）,weak_against,草
NO.278,遁鼠（枯水期的样子）,weak_against,水
NO.278,遁鼠（枯水期的样子）,weak_against,冰
NO.278,遁鼠（枯水期的样子）,weak_against,武
NO.278,遁鼠（枯水期的样子）,weak_against,机械
NO.278,遁鼠（枯水期的样子）,resist,普通
NO.278,遁鼠（枯水期的样子）,resist,火
NO.278,遁鼠（枯水期的样子）,resist,翼
NO.278,遁鼠（枯水期的样子）,resist,电
NO.278,遁鼠（枯水期的样子）,resist,毒
NO.278,遁鼠（枯水期的样子）,resisted,草
NO.278,遁鼠（枯水期的样子）,resisted,武
NO.279,遁地鼠（枯水期的样子）,strong_against,火
NO.279,遁地鼠（枯水期的样子）,strong_against,冰
NO.279,遁地鼠（枯水期的样子）,strong_against,电
NO.279,遁地鼠（枯水期的样子）,strong_against,毒
NO.279,遁地鼠（枯水期的样子）,weak_against,草
NO.279,遁地鼠（枯水期的样子）,weak_against,水
NO.279,遁地鼠（枯水期的样子）,weak_against,冰
NO.279,遁地鼠（枯水期的样子）,weak_against,武
NO.279,遁地鼠（枯水期的样子）,weak_against,机械
NO.279,遁地鼠（枯水期的样子）,resist,普通
NO.279,遁地鼠（枯水期的样子）,resist,火
NO.279,遁地鼠（枯水期的样子）,resist,翼
NO.279,遁地鼠（枯水期的样子）,resist,电
NO.279,遁地鼠（枯水期的样子）,resist,毒
NO.279,遁地鼠（枯水期的样子）,resisted,草
NO.279,遁地鼠（枯水期的样子）,resisted,武
NO.280,墨鱿士,strong_against,光
NO.280,墨鱿士,strong_against,幽
NO.280,墨鱿士,strong_against,幻
NO.280,墨鱿士,weak_against,光
NO.280,墨鱿士,weak_against,幽
NO.280,墨鱿士,weak_against,恶
NO.280,墨鱿士,resist,普通
NO.280,墨鱿士,resist,毒
NO.280,墨鱿士,resist,虫
NO.280,墨鱿士,resist,武
NO.280,墨鱿士,resisted,普通
NO.280,墨鱿士,resisted,恶
NO.281,混乱鱿彩,weak_against,光
NO.281,混乱鱿彩,weak_against,恶
NO.281,混乱鱿彩,weak_against,萌
NO.281,混乱鱿彩,resist,普通
NO.281,混乱鱿彩,resist,毒
NO.281,混乱鱿彩,resist,龙
NO.282,秩序鱿墨,weak_against,光
NO.282,秩序鱿墨,weak_against,幽
NO.282,秩序鱿墨,weak_against,恶
NO.282,秩序鱿墨,weak_against,机械
NO.282,秩序鱿墨,resist,普通
NO.282,秩序鱿墨,resist,虫
NO.282,秩序鱿墨,resist,武
NO.283,小甲虫,strong_against,草
NO.283,小甲虫,strong_against,恶
NO.283,小甲虫,strong_against,幻
NO.283,小甲虫,weak_against,火
NO.283,小甲虫,weak_against,翼
NO.283,小甲虫,resist,草
NO.283,小甲虫,resist,武
NO.283,小甲虫,resisted,火
NO.283,小甲虫,resisted,毒
NO.283,小甲虫,resisted,武
NO.283,小甲虫,resisted,翼
NO.283,小甲虫,resisted,幽
NO.283,小甲虫,resisted,机械
NO.283,小甲虫,resisted,萌
NO.284,铠甲虫,strong_against,草
NO.284,铠甲虫,strong_against,恶
NO.284,铠甲虫,strong_against,幻
NO.284,铠甲虫,weak_against,火
NO.284,铠甲虫,weak_against,翼
NO.284,铠甲虫,resist,草
NO.284,铠甲虫,resist,武
NO.284,铠甲虫,resisted,火
NO.284,铠甲虫,resisted,毒
NO.284,铠甲虫,resisted,武
NO.284,铠甲虫,resisted,翼
NO.284,铠甲虫,resisted,幽
NO.284,铠甲虫,resisted,机械
NO.284,铠甲虫,resisted,萌
NO.285,圣剑侍从,strong_against,地
NO.285,圣剑侍从,strong_against,冰
NO.285,圣剑侍从,strong_against,萌
NO.285,圣剑侍从,weak_against,武
NO.285,圣剑侍从,weak_against,水
NO.285,圣剑侍从,weak_against,火
NO.285,圣剑侍从,resist,普通
NO.285,圣剑侍从,resist,草
NO.285,圣剑侍从,resist,冰
NO.285,圣剑侍从,resist,龙
NO.285,圣剑侍从,resist,毒
NO.285,圣剑侍从,resist,虫
NO.285,圣剑侍从,resist,翼
NO.285,圣剑侍从,resist,萌
NO.285,圣剑侍从,resist,机械
NO.285,圣剑侍从,resist,幻
NO.285,圣剑侍从,resisted,火
NO.285,圣剑侍从,resisted,水
NO.285,圣剑侍从,resisted,电
NO.285,圣剑侍从,resisted,机械
NO.286,圣剑-X,strong_against,地
NO.286,圣剑-X,strong_against,冰
NO.286,圣剑-X,strong_against,萌
NO.286,圣剑-X,weak_against,武
NO.286,圣剑-X,weak_against,水
NO.286,圣剑-X,weak_against,火
NO.286,圣剑-X,resist,普通
NO.286,圣剑-X,resist,草
NO.286,圣剑-X,resist,冰
NO.286,圣剑-X,resist,龙
NO.286,圣剑-X,resist,毒
NO.286,圣剑-X,resist,虫
NO.286,圣剑-X,resist,翼
NO.286,圣剑-X,resist,萌
NO.286,圣剑-X,resist,机械
NO.286,圣剑-X,resisted,火
NO.286,圣剑-X,resisted,水
NO.286,圣剑-X,resisted,电
NO.286,圣剑-X,resisted,机械
NO.287,吸泥鸥,weak_against,水
NO.287,吸泥鸥,weak_against,冰
NO.287,吸泥鸥,weak_against,机械
NO.287,吸泥鸥,resist,普通
NO.287,吸泥鸥,resist,火
NO.287,吸泥鸥,resist,翼
NO.287,吸泥鸥,resist,毒
NO.287,吸泥鸥,resist,虫
NO.288,泥吼牙,weak_against,水
NO.288,泥吼牙,weak_against,冰
NO.288,泥吼牙,weak_against,机械
NO.288,泥吼牙,resist,普通
NO.288,泥吼牙,resist,火
NO.288,泥吼牙,resist,翼
NO.288,泥吼牙,resist,毒
NO.288,泥吼牙,resist,虫
NO.289,大头骨龙,weak_against,冰
NO.289,大头骨龙,weak_against,龙
NO.289,大头骨龙,weak_against,萌
NO.289,大头骨龙,weak_against,光
NO.289,大头骨龙,weak_against,幽
NO.289,大头骨龙,weak_against,恶
NO.289,大头骨龙,resist,草
NO.289,大头骨龙,resist,火
NO.289,大头骨龙,resist,水
NO.289,大头骨龙,resist,电
NO.289,大头骨龙,resist,翼
NO.289,大头骨龙,resist,普通
NO.289,大头骨龙,resist,毒
NO.289,大头骨龙,resist,虫
NO.289,大头骨龙,resist,武
NO.290,寂灭骨龙,weak_against,冰
NO.290,寂灭骨龙,weak_against,龙
NO.290,寂灭骨龙,weak_against,萌
NO.290,寂灭骨龙,weak_against,光
NO.290,寂灭骨龙,weak_against,幽
NO.290,寂灭骨龙,weak_against,恶
NO.290,寂灭骨龙,resist,草
NO.290,寂灭骨龙,resist,火
NO.290,寂灭骨龙,resist,水
NO.290,寂灭骨龙,resist,电
NO.290,寂灭骨龙,resist,翼
NO.290,寂灭骨龙,resist,普通
NO.290,寂灭骨龙,resist,毒
NO.290,寂灭骨龙,resist,虫
NO.290,寂灭骨龙,resist,武
NO.291,厉毒小萝,weak_against,地
NO.291,厉毒小萝,weak_against,恶
NO.291,厉毒小萝,weak_against,幻
NO.291,厉毒小萝,weak_against,光
NO.291,厉毒小萝,resist,草
NO.291,厉毒小萝,resist,毒
NO.291,厉毒小萝,resist,幽
NO.291,厉毒小萝,resist,龙
NO.292,厉毒修萝,weak_against,地
NO.292,厉毒修萝,weak_against,恶
NO.292,厉毒修萝,weak_against,幻
NO.292,厉毒修萝,weak_against,光
NO.292,厉毒修萝,resist,草
NO.292,厉毒修萝,resist,毒
NO.292,厉毒修萝,resist,幽
NO.292,厉毒修萝,resist,龙
NO.293,小帕尔,strong_against,毒
NO.293,小帕尔,strong_against,萌
NO.293,小帕尔,strong_against,幽
NO.293,小帕尔,weak_against,光
NO.293,小帕尔,weak_against,虫
NO.293,小帕尔,weak_against,武
NO.293,小帕尔,weak_against,萌
NO.293,小帕尔,resist,幽
NO.293,小帕尔,resist,龙
NO.293,小帕尔,resisted,光
NO.293,小帕尔,resisted,武
NO.293,小帕尔,resisted,恶
NO.294,帕尔萨斯,strong_against,毒
NO.294,帕尔萨斯,strong_against,萌
NO.294,帕尔萨斯,strong_against,幽
NO.294,帕尔萨斯,weak_against,光
NO.294,帕尔萨斯,weak_against,虫
NO.294,帕尔萨斯,weak_against,武
NO.294,帕尔萨斯,weak_against,萌
NO.294,帕尔萨斯,resist,幽
NO.294,帕尔萨斯,resist,龙
NO.294,帕尔萨斯,resisted,光
NO.294,帕尔萨斯,resisted,武
NO.294,帕尔萨斯,resisted,恶
NO.295,龙息帕尔,strong_against,毒
NO.295,龙息帕尔,strong_against,萌
NO.295,龙息帕尔,strong_against,幽
NO.295,龙息帕尔,weak_against,光
NO.295,龙息帕尔,weak_against,虫
NO.295,龙息帕尔,weak_against,武
NO.295,龙息帕尔,weak_against,萌
NO.295,龙息帕尔,resist,幽
NO.295,龙息帕尔,resist,龙
NO.295,龙息帕尔,resisted,光
NO.295,龙息帕尔,resisted,武
NO.295,龙息帕尔,resisted,恶
NO.296,毛头小蛛,weak_against,水
NO.296,毛头小蛛,weak_against,冰
NO.296,毛头小蛛,weak_against,机械
NO.296,毛头小蛛,resist,普通
NO.296,毛头小蛛,resist,电
NO.296,毛头小蛛,resist,毒
NO.297,捕尘长绒,weak_against,水
NO.297,捕尘长绒,weak_against,冰
NO.297,捕尘长绒,weak_against,机械
NO.297,捕尘长绒,resist,普通
NO.297,捕尘长绒,resist,电
NO.297,捕尘长绒,resist,毒
NO.298,食尘短绒,weak_against,水
NO.298,食尘短绒,weak_against,冰
NO.298,食尘短绒,weak_against,机械
NO.298,食尘短绒,resist,普通
NO.298,食尘短绒,resist,电
NO.298,食尘短绒,resist,毒
NO.299,画精灵,weak_against,武
NO.299,画精灵,resist,幽
NO.299,画精灵,resisted,幽
NO.299,画精灵,resisted,机械
NO.299,画精灵,resisted,地
NO.300,画像守护,weak_against,武
NO.300,画像守护,resist,幽
NO.300,画像守护,resisted,幽
NO.300,画像守护,resisted,机械
NO.300,画像守护,resisted,地
NO.301,画间法师手,weak_against,虫
NO.301,画间法师手,resist,幻
NO.302,画间沉铁兽,weak_against,武
NO.302,画间沉铁兽,weak_against,翼
NO.302,画间沉铁兽,weak_against,萌
NO.302,画间沉铁兽,weak_against,幻
NO.302,画间沉铁兽,resist,幽
NO.302,画间沉铁兽,resist,地
NO.302,画间沉铁兽,resist,虫
NO.302,画间沉铁兽,resist,恶
NO.303,书魔虫,weak_against,武
NO.303,书魔虫,resist,幽
NO.303,书魔虫,resisted,幽
NO.303,书魔虫,resisted,机械
NO.303,书魔虫,resisted,地
NO.304,书卷守护,weak_against,武
NO.304,书卷守护,resist,幽
NO.304,书卷守护,resisted,幽
NO.304,书卷守护,resisted,��械
NO.304,书卷守护,resisted,地
NO.305,古卷执政官,weak_against,虫
NO.305,古卷执政官,resist,幻
NO.306,古卷匣魔像,weak_against,武
NO.306,古卷匣魔像,weak_against,翼
NO.306,古卷匣魔像,weak_against,萌
NO.306,古卷匣魔像,weak_against,幻
NO.306,古卷匣魔像,resist,幽
NO.306,古卷匣魔像,resist,地
NO.306,古卷匣魔像,resist,虫
NO.306,古卷匣魔像,resist,恶
NO.307,绒绒,weak_against,幽
NO.307,绒绒,weak_against,火
NO.307,绒绒,weak_against,翼
NO.307,绒绒,resist,恶
NO.307,绒绒,resist,幻
NO.307,绒绒,resist,武
NO.308,小绒茧,weak_against,幽
NO.308,小绒茧,weak_against,火
NO.308,小绒茧,weak_against,翼
NO.308,小绒茧,resist,恶
NO.308,小绒茧,resist,幻
NO.308,小绒茧,resist,武
NO.309,绒仙子,weak_against,幽
NO.309,绒仙子,weak_against,火
NO.309,绒仙子,weak_against,翼
NO.309,绒仙子,resist,恶
NO.309,绒仙子,resist,幻
NO.309,绒仙子,resist,武
NO.310,犀角鸟,strong_against,恶
NO.310,犀角鸟,strong_against,幽
NO.310,犀角鸟,weak_against,幽
NO.310,犀角鸟,weak_against,草
NO.310,犀角鸟,resist,恶
NO.310,犀角鸟,resist,幻
NO.310,犀角鸟,resisted,草
